Permutation #,ApacheHVAC File (ASP),Roof Area (m2),External Wall Area (m2),Window Area (m2),Floor Area (m2),Weather File,HDD (Base 18C),CDD (Base 18C),Annual Mean Humidity Ratio (kg/kg),Average Relative Humidity (%),External Wall Construction U Values (W/m2.K),External Window Construction U Values (W/m2.K),Roof Construction U Values (W/m2.K),Actual Infiltration Rate @ 5Pa (L/(s/m2.facade)),EUI (Total) (kWh/m²),EUI (Electricity) (kWh/m²),EUI (Gas) (kWh/m²),Interior lighting (kWh/m²),Space heating (gas) (kWh/m²),Space heating (elec) (kWh/m²),Space cooling (kWh/m²),Pumps (kWh/m²),Fans interior (kWh/m²),Heat Rejection (kWh/m²),DHW heating (gas) (kWh/m²),DHW heating (elec) (kWh/m²),Receptacle equipment (kWh/m²),Elevators escalators (kWh/m²),TEDI
95,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1835,2.0935,0.0563,0.65,390.34,390.34,0,12.2,0,267.44,0,0,49.52,0,0,41.78,14.49,4.91,267.44
96,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1572,2.0935,0.0563,0.65,386.05,386.05,0,12.2,0,263.61,0,0,49.06,0,0,41.78,14.49,4.91,263.61
97,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1236,2.0935,0.0563,0.65,380.59,380.59,0,12.2,0,258.73,0,0,48.48,0,0,41.78,14.49,4.91,258.73
98,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.0932,2.0935,0.0563,0.65,375.75,375.75,0,12.2,0,254.41,0,0,47.95,0,0,41.78,14.49,4.91,254.41
99,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.3563,1.8792,0.1579,0.65,424.21,424.21,0,12.2,0,298.12,0,0,52.71,0,0,41.78,14.49,4.91,298.12
100,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2687,1.8792,0.1579,0.65,410.11,410.11,0,12.2,0,285.51,0,0,51.21,0,0,41.78,14.49,4.91,285.51
101,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2024,1.8792,0.1579,0.65,399.41,399.41,0,12.2,0,275.96,0,0,50.07,0,0,41.78,14.49,4.91,275.96
102,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1835,1.8792,0.1579,0.65,396.22,396.22,0,12.2,0,273.09,0,0,49.74,0,0,41.78,14.49,4.91,273.09
103,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1572,1.8792,0.1579,0.65,392.1,392.1,0,12.2,0,269.43,0,0,49.29,0,0,41.78,14.49,4.91,269.43
104,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1236,1.8792,0.1579,0.65,386.49,386.49,0,12.2,0,264.4,0,0,48.71,0,0,41.78,14.49,4.91,264.4
105,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.0932,1.8792,0.1579,0.65,381.56,381.56,0,12.2,0,260,0,0,48.18,0,0,41.78,14.49,4.91,260
106,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.3563,1.8792,0.1353,0.65,421.97,421.97,0,12.2,0,296.12,0,0,52.47,0,0,41.78,14.49,4.91,296.12
107,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2687,1.8792,0.1353,0.65,407.9,407.9,0,12.2,0,283.55,0,0,50.97,0,0,41.78,14.49,4.91,283.55
108,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2024,1.8792,0.1353,0.65,397.03,397.03,0,12.2,0,273.82,0,0,49.83,0,0,41.78,14.49,4.91,273.82
109,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1835,1.8792,0.1353,0.65,393.92,393.92,0,12.2,0,271.03,0,0,49.5,0,0,41.78,14.49,4.91,271.03
110,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1572,1.8792,0.1353,0.65,389.83,389.83,0,12.2,0,267.4,0,0,49.05,0,0,41.78,14.49,4.91,267.4
111,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1236,1.8792,0.1353,0.65,384.3,384.3,0,12.2,0,262.45,0,0,48.47,0,0,41.78,14.49,4.91,262.45
112,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.0932,1.8792,0.1353,0.65,379.32,379.32,0,12.2,0,258,0,0,47.94,0,0,41.78,14.49,4.91,258
113,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.3563,1.8792,0.1183,0.65,420.22,420.22,0,12.2,0,294.54,0,0,52.29,0,0,41.78,14.49,4.91,294.54
114,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2687,1.8792,0.1183,0.65,406.18,406.18,0,12.2,0,282.01,0,0,50.79,0,0,41.78,14.49,4.91,282.01
115,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2024,1.8792,0.1183,0.65,395.52,395.52,0,12.2,0,272.49,0,0,49.65,0,0,41.78,14.49,4.91,272.49
116,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1835,1.8792,0.1183,0.65,392.33,392.33,0,12.2,0,269.62,0,0,49.32,0,0,41.78,14.49,4.91,269.62
117,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1572,1.8792,0.1183,0.65,388.12,388.12,0,12.2,0,265.87,0,0,48.87,0,0,41.78,14.49,4.91,265.87
118,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1236,1.8792,0.1183,0.65,382.62,382.62,0,12.2,0,260.95,0,0,48.29,0,0,41.78,14.49,4.91,260.95
119,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.0932,1.8792,0.1183,0.65,377.64,377.64,0,12.2,0,256.5,0,0,47.76,0,0,41.78,14.49,4.91,256.5
120,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.3563,1.8792,0.1076,0.65,419.33,419.33,0,12.2,0,293.77,0,0,52.18,0,0,41.78,14.49,4.91,293.77
121,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2687,1.8792,0.1076,0.65,405.19,405.19,0,12.2,0,281.13,0,0,50.68,0,0,41.78,14.49,4.91,281.13
122,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2024,1.8792,0.1076,0.65,394.35,394.35,0,12.2,0,271.43,0,0,49.54,0,0,41.78,14.49,4.91,271.43
123,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1835,1.8792,0.1076,0.65,391.33,391.33,0,12.2,0,268.74,0,0,49.21,0,0,41.78,14.49,4.91,268.74
124,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1572,1.8792,0.1076,0.65,387,387,0,12.2,0,264.86,0,0,48.75,0,0,41.78,14.49,4.91,264.86
125,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1236,1.8792,0.1076,0.65,381.63,381.63,0,12.2,0,260.07,0,0,48.17,0,0,41.78,14.49,4.91,260.07
126,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.0932,1.8792,0.1076,0.65,376.7,376.7,0,12.2,0,255.67,0,0,47.65,0,0,41.78,14.49,4.91,255.67
127,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.3563,1.8792,0.0931,0.65,417.92,417.92,0,12.2,0,292.51,0,0,52.02,0,0,41.78,14.49,4.91,292.51
128,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2687,1.8792,0.0931,0.65,403.55,403.55,0,12.2,0,279.65,0,0,50.52,0,0,41.78,14.49,4.91,279.65
129,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2024,1.8792,0.0931,0.65,392.9,392.9,0,12.2,0,270.13,0,0,49.38,0,0,41.78,14.49,4.91,270.13
130,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1835,1.8792,0.0931,0.65,389.89,389.89,0,12.2,0,267.45,0,0,49.05,0,0,41.78,14.49,4.91,267.45
131,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1572,1.8792,0.0931,0.65,385.53,385.53,0,12.2,0,263.55,0,0,48.6,0,0,41.78,14.49,4.91,263.55
132,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1236,1.8792,0.0931,0.65,380.13,380.13,0,12.2,0,258.73,0,0,48.02,0,0,41.78,14.49,4.91,258.73
133,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.0932,1.8792,0.0931,0.65,375.19,375.19,0,12.2,0,254.32,0,0,47.49,0,0,41.78,14.49,4.91,254.32
134,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.3563,1.8792,0.07,0.65,415.32,415.32,0,12.2,0,290.16,0,0,51.77,0,0,41.78,14.49,4.91,290.16
135,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2687,1.8792,0.07,0.65,401.34,401.34,0,12.2,0,277.69,0,0,50.27,0,0,41.78,14.49,4.91,277.69
136,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2024,1.8792,0.07,0.65,390.5,390.5,0,12.2,0,267.99,0,0,49.13,0,0,41.78,14.49,4.91,267.99
137,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1835,1.8792,0.07,0.65,387.43,387.43,0,12.2,0,265.24,0,0,48.8,0,0,41.78,14.49,4.91,265.24
138,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1572,1.8792,0.07,0.65,383.2,383.2,0,12.2,0,261.48,0,0,48.35,0,0,41.78,14.49,4.91,261.48
139,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1236,1.8792,0.07,0.65,377.87,377.87,0,12.2,0,256.73,0,0,47.76,0,0,41.78,14.49,4.91,256.73
140,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.0932,1.8792,0.07,0.65,372.84,372.84,0,12.2,0,252.23,0,0,47.24,0,0,41.78,14.49,4.91,252.23
141,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.3563,1.8792,0.0563,0.65,413.94,413.94,0,12.2,0,288.94,0,0,51.62,0,0,41.78,14.49,4.91,288.94
142,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2687,1.8792,0.0563,0.65,399.84,399.84,0,12.2,0,276.35,0,0,50.11,0,0,41.78,14.49,4.91,276.35
143,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2024,1.8792,0.0563,0.65,389.04,389.04,0,12.2,0,266.69,0,0,48.97,0,0,41.78,14.49,4.91,266.69
144,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1835,1.8792,0.0563,0.65,385.95,385.95,0,12.2,0,263.92,0,0,48.64,0,0,41.78,14.49,4.91,263.92
145,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1572,1.8792,0.0563,0.65,381.73,381.73,0,12.2,0,260.16,0,0,48.19,0,0,41.78,14.49,4.91,260.16
146,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1236,1.8792,0.0563,0.65,376.37,376.37,0,12.2,0,255.38,0,0,47.6,0,0,41.78,14.49,4.91,255.38
147,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.0932,1.8792,0.0563,0.65,371.49,371.49,0,12.2,0,251.04,0,0,47.08,0,0,41.78,14.49,4.91,251.04
148,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.3563,1.5704,0.1579,0.65,414.88,414.88,0,12.2,0,290.04,0,0,51.46,0,0,41.78,14.49,4.91,290.04
149,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2687,1.5704,0.1579,0.65,400.81,400.81,0,12.2,0,277.47,0,0,49.96,0,0,41.78,14.49,4.91,277.47
150,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2024,1.5704,0.1579,0.65,390.01,390.01,0,12.2,0,267.82,0,0,48.82,0,0,41.78,14.49,4.91,267.82
151,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1835,1.5704,0.1579,0.65,386.99,386.99,0,12.2,0,265.12,0,0,48.49,0,0,41.78,14.49,4.91,265.12
152,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1572,1.5704,0.1579,0.65,382.75,382.75,0,12.2,0,261.34,0,0,48.03,0,0,41.78,14.49,4.91,261.34
153,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1236,1.5704,0.1579,0.65,377.25,377.25,0,12.2,0,256.42,0,0,47.45,0,0,41.78,14.49,4.91,256.42
154,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.0932,1.5704,0.1579,0.65,372.26,372.26,0,12.2,0,251.96,0,0,46.92,0,0,41.78,14.49,4.91,251.96
155,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.3563,1.5704,0.1353,0.65,412.88,412.88,0,12.2,0,288.27,0,0,51.22,0,0,41.78,14.49,4.91,288.27
156,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2687,1.5704,0.1353,0.65,398.43,398.43,0,12.2,0,275.32,0,0,49.72,0,0,41.78,14.49,4.91,275.32
157,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2024,1.5704,0.1353,0.65,387.75,387.75,0,12.2,0,265.79,0,0,48.57,0,0,41.78,14.49,4.91,265.79
158,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1835,1.5704,0.1353,0.65,384.67,384.67,0,12.2,0,263.04,0,0,48.25,0,0,41.78,14.49,4.91,263.04
159,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1572,1.5704,0.1353,0.65,380.43,380.43,0,12.2,0,259.25,0,0,47.79,0,0,41.78,14.49,4.91,259.25
160,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1236,1.5704,0.1353,0.65,374.99,374.99,0,12.2,0,254.4,0,0,47.21,0,0,41.78,14.49,4.91,254.4
161,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.0932,1.5704,0.1353,0.65,370.12,370.12,0,12.2,0,250.05,0,0,46.68,0,0,41.78,14.49,4.91,250.05
162,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.3563,1.5704,0.1183,0.65,411.02,411.02,0,12.2,0,286.59,0,0,51.05,0,0,41.78,14.49,4.91,286.59
163,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2687,1.5704,0.1183,0.65,396.81,396.81,0,12.2,0,273.89,0,0,49.54,0,0,41.78,14.49,4.91,273.89
164,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2024,1.5704,0.1183,0.65,386.03,386.03,0,12.2,0,264.26,0,0,48.39,0,0,41.78,14.49,4.91,264.26
165,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1835,1.5704,0.1183,0.65,382.91,382.91,0,12.2,0,261.46,0,0,48.07,0,0,41.78,14.49,4.91,261.46
166,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1572,1.5704,0.1183,0.65,378.77,378.77,0,12.2,0,257.77,0,0,47.61,0,0,41.78,14.49,4.91,257.77
167,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1236,1.5704,0.1183,0.65,373.3,373.3,0,12.2,0,252.89,0,0,47.03,0,0,41.78,14.49,4.91,252.89
168,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.0932,1.5704,0.1183,0.65,368.41,368.41,0,12.2,0,248.53,0,0,46.5,0,0,41.78,14.49,4.91,248.53
169,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.3563,1.5704,0.1076,0.65,409.87,409.87,0,12.2,0,285.56,0,0,50.93,0,0,41.78,14.49,4.91,285.56
170,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2687,1.5704,0.1076,0.65,395.74,395.74,0,12.2,0,272.93,0,0,49.42,0,0,41.78,14.49,4.91,272.93
171,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2024,1.5704,0.1076,0.65,384.97,384.97,0,12.2,0,263.31,0,0,48.28,0,0,41.78,14.49,4.91,263.31
172,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1835,1.5704,0.1076,0.65,382.01,382.01,0,12.2,0,260.67,0,0,47.95,0,0,41.78,14.49,4.91,260.67
173,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1572,1.5704,0.1076,0.65,377.7,377.7,0,12.2,0,256.83,0,0,47.49,0,0,41.78,14.49,4.91,256.83
174,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1236,1.5704,0.1076,0.65,372.37,372.37,0,12.2,0,252.08,0,0,46.91,0,0,41.78,14.49,4.91,252.08
175,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.0932,1.5704,0.1076,0.65,367.3,367.3,0,12.2,0,247.53,0,0,46.38,0,0,41.78,14.49,4.91,247.53
176,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.3563,1.5704,0.0931,0.65,408.39,408.39,0,12.2,0,284.23,0,0,50.78,0,0,41.78,14.49,4.91,284.23
177,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2687,1.5704,0.0931,0.65,394.28,394.28,0,12.2,0,271.63,0,0,49.27,0,0,41.78,14.49,4.91,271.63
178,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2024,1.5704,0.0931,0.65,383.6,383.6,0,12.2,0,262.09,0,0,48.12,0,0,41.78,14.49,4.91,262.09
179,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1835,1.5704,0.0931,0.65,380.54,380.54,0,12.2,0,259.37,0,0,47.8,0,0,41.78,14.49,4.91,259.37
180,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1572,1.5704,0.0931,0.65,376.3,376.3,0,12.2,0,255.58,0,0,47.34,0,0,41.78,14.49,4.91,255.58
181,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1236,1.5704,0.0931,0.65,370.92,370.92,0,12.2,0,250.79,0,0,46.76,0,0,41.78,14.49,4.91,250.79
182,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.0932,1.5704,0.0931,0.65,365.99,365.99,0,12.2,0,246.38,0,0,46.23,0,0,41.78,14.49,4.91,246.38
183,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.3563,1.5704,0.07,0.65,406.12,406.12,0,12.2,0,282.22,0,0,50.53,0,0,41.78,14.49,4.91,282.22
184,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2687,1.5704,0.07,0.65,391.91,391.91,0,12.2,0,269.51,0,0,49.02,0,0,41.78,14.49,4.91,269.51
185,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.2024,1.5704,0.07,0.65,381.37,381.37,0,12.2,0,260.12,0,0,47.87,0,0,41.78,14.49,4.91,260.12
186,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1835,1.5704,0.07,0.65,378.3,378.3,0,12.2,0,257.38,0,0,47.54,0,0,41.78,14.49,4.91,257.38
187,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1572,1.5704,0.07,0.65,374,374,0,12.2,0,253.53,0,0,47.08,0,0,41.78,14.49,4.91,253.53
188,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Calgary.718770_CWEC.epw,5259,152,0.0039,61.30,0.1236,1.5704,0.07,0.65,368.55,368.55,0,12.2,0,248.67,0,0,46.5,0,0,41.78,14.49,4.91,248.67
